Name,Label
Giovanni Battista Martinengo,author
Giovanni Francesco Alberti de Bormio,author
Alessandro Donzellini,author
Girolamo Garopoli,author
Giuseppe Berneri,author
Girolamo Pico della Mirandola,author
Giacinto Andrea Cicognini,author
Giovanni Francesco Savaro,author
Domenico Federici,author
Giovanni Matteo Giannini,author
unknown,author
Pietro Antonio Bernardoni,author
Pietro Aretino,author
Saverio Pansuti,author
Poliziano,author
unknown,author
Lodovico Aleardi,author
Carlo Sigismondo Capece,author
Grazio Braccioli,author
Grazio Braccioli,author
Apostolo Zeno,author
Apostolo Zeno,author
Antonio Draghi,author
Claudio Nicolà Stampa,author
Carlo Goldoni,author
Filippo Gaetani,author
unknown,author
Donato Cupeda,author
Ettore Nini,author
Antonio Salvi,author
Luigi Manzini,author
Michelangelo Boccardi,author
Domenico Lalli,author
Angelo  Schietti,author
Benedetto Cinquanta,author
unknown,author
Tommaso Aversa,author
Giovanni Vincenzo Gravina,author
Nicolò Minato,author
Giuseppe Maria Tomasi,author
Giovanni Briccio,author
Giovanni Bonicelli,author
Giovanni Briccio,author
Virgilio Verucci,author
Giovanni Claudio Pasquini,author
Giovanni Vincenzo Gravina,author
Antonio Francesco Grazzini,author
unknown,author
unknown,author
Francesco Pona,author
Silvio Stampiglia,author
unknown,author
Pietro Metastasio,author
Matteo Noris,author
Benedetto Pasqualigo,author
unknown,author
unknown,author
Giulio Cesare Corradi,author
Strozzi Cicogna,author
Giuseppe Domenico de Totis,author
unknown,author
Nicolò Minato,author
Domenico Lalli,author
Prospero Bonarelli,author
Domenico Gisberti,author
unknown,author
unknown,author
Francesco Belo,author
Alessandro Piccolomini,author
Loreto Vittori,author
Carlo Torre,author
Nicolò Minato,author
unknown,author
Nicolò Minato,author
Giuseppe Salio,author
Filippo Finella,author
Giambattista della Porta,author
Pietro Pariati,author
Filippo Finella,author
unknown,author
Girolamo Frigimelica,author
Domenico Lalli,author
unknown,author
Pier Jacopo Martello,author
Alfonso Cavazzi,author
unknown,author
Nicolò Minato,author
Nicolò Minato,author
Carlo Celano,author
Giacinto Andrea Cicognini,author
Apostolo Zeno,author
Nicolò Minato,author
Girolamo Gigli,author
Pietro Pariati,author
Antonio Francesco Grazzini,author
Angelo Beolco,author
Nicolò Minato,author
Lazzaro Agostino Cotta,author
Nicolò Minato,author
Apostolo Zeno,author
Domenico Lalli,author
Giacinto Andrea Cicognini,author
Nicolò Minato,author
Pietro Antonio Bernardoni,author
Nicolò Minato,author
Vincenzo Cassani,author
Aristophanes,author
Girolamo Baruffaldi,author
Agostino Piovene,author
Pomponio Torelli,author
Giuseppe Gorini Corio,author
unknown,author
Giambattista Gelli,author
unknown,author
Francesco Sbarra,author
unknown,author
Filippo Francesco d'Este,author
Cesare Cremonini,author
Orazio Persio,author
unknown,author
Agostino Piovene,author
unknown,author
Domenico Gisberti,author
Virgilio Verucci,author
Andrea Calmo,author
Aurelio Aureli,author
Alessandro Adimari,author
Giacinto Andrea Cicognini,author
Ottavio Tronsarelli,author
Francesco Maria Santinelli,author
unknown,author
unknown,author
Francesco Silvani,author
Poliziano Mancini,author
Ansaldo Cebà,author
Pier Jacopo Martello,author
Giovanni Bonicelli,author
Guidubaldo Benamati,author
Apostolo Zeno,author
Girolamo Parabosco,author
Lodovico Domenichi,author
Pietro Bonarelli della Rovere,author
Nicolò Minato,author
Carlo Celano,author
Pietro Antonio Bernardoni,author
Nicolò Minato,author
Pietro Antonio Bernardoni,author
unknown,author
Virgilio Verucci,author
unknown,author
Pier Jacopo Martello,author
Pier Jacopo Martello,author
Antonio Muscettola,author
Carlo Innocenzo Frugoni,author
Francesco Andreini,author
Carlo Torre,author
Gabriello Chiabrera,author
Nicolò Minato,author
Aurelio Amalteo,author
Orlando Pescetti,author
Matteo Noris,author
Nicolò Minato,author
Angelita Scaramuccia,author
Tiberio Gambaruti,author
Michelangelo Boccardi,author
Pietro Piperno,author
Benedetto Cinquanta,author
Lotto Del Mazza,author
unknown,author
Annibale Marchese,author
Pier Jacopo Martello,author
Nicolò Minato,author
Nicolò Minato,author
unknown,author
Ottavio Tronsarelli,author
Carlo Maria Maggi,author
Cesare Cremonini,author
Pietro Antonio Bernardoni,author
Giovanni Claudio Pasquini,author
unknown,author
Giovanni Battista Pianelli,author
unknown,author
unknown,author
unknown,author
Nicolò Minato,author
Grazio Braccioli,author
Giuseppe Malatesta Garuffi,author
Vincenzo Nolfi,author
Enrico Altan,author
Pietro Cotta,author
Vincenzo Cassani,author
Giulio Cesare Cortese,author
unknown,author
unknown,author
Giambattista Andreini,author
Giovanni Battista Leoni,author
unknown,author
Giovanni Palazzi,author
Giuseppe Gorini Corio,author
Giovanni Faustini,author
Silvio Stampiglia,author
Giovanni di Bernardo Rucellai,author
Battista Brunelleschi,author
Giovanni Francesco Savaro,author
Giovan Battista Ricciardi,author
Antonio Mirandola,author
Giovanni Angelo Lottini,author
Giovanni Francesco Manzoni,author
Giuseppe Salio,author
Pietro Antonio Bernardoni,author
Francesco De Lemene,author
Angelita Scaramuccia,author
Girolamo da Carpi,author
Fabio Glissenti,author
Giovanni Maria Avanzi,author
unknown,author
Alessandro Salvio,author
Bellisario Bulgarini,author
Bartolomeo Tortoletti,author
Filippo Gaetani,author
Angelita Scaramuccia,author
Virgilio Verucci,author
Giambattista Andreini,author
Virgilio Verucci,author
Giacinto Andrea Cicognini,author
Carlo Rota,author
Nicolò Minato,author
Apostolo Zeno,author
Agostino Piovene,author
Francesco Silvani,author
Orazio Silvestri,author
Apostolo Zeno,author
Giovanni Granelli,author
Luigi Orlandi,author
Apostolo Zeno,author
Matteo Pagani,author
Girolamo Frigimelica,author
unknown,author
Francesco Silvani,author
Apostolo Zeno,author
Cesare Abbelli,author
unknown,author
Nicolò Minato,author
unknown,author
Francesco De Lemene,author
Giovan Battista Fagiuoli,author
unknown,author
unknown,author
Ubaldino Malavolti,author
Giovanni Maria Cecchi,author
Ventura Terzago,author
Giovanni Vincenzo Gravina,author
Virgilio Verucci,author
Apostolo Zeno,author
Giovanni Angelo Lottini,author
Agostino Argenti,author
Antonio Francesco Grazzini,author
Anton Francesco Doni,author
Pietro Pariati,author
unknown,author
unknown,author
Nicolò Minato,author
Ottaviano Castelli,author
unknown,author
Paolo Regio,author
Ottavio Tronsarelli,author
Giovan Domenico Peri,author
Apostolo Zeno,author
Pietro Metastasio,author
Apostolo Zeno,author
Giovanni Francesco Savaro,author
Pier Jacopo Martello,author
Apostolo Zeno,author
Giovanni Bonifacio,author
Luigi Tansillo,author
Francesco Silvani,author
Giovanni Villifranchi,author
Annibale Marchese,author
Girolamo Gigli,author
Angelo Leonico,author
unknown,author
Domenico Gisberti,author
Giambattista della Porta,author
Francesco Silvani,author
unknown,author
Massimo Ferroni,author
Pietro Girolamo Gentile Riccio,author
Giulio Cesare Croce,author
Virgilio Verucci,author
Giovanni Claudio Pasquini,author
Prospero Bonarelli,author
Fabio Glissenti,author
Ottavio Glorizio,author
Leonardo Salviati,author
Giovanni Maria Cecchi,author
Giuseppe Berneri,author
Agostino Piovene,author
Apostolo Zeno,author
Carlo Goldoni,author
Nicolò di Castelli,author
Giovanni Briccio,author
Niccolò Campani,author
Francesco Passarini,author
Nicolò Minato,author
Angelita Scaramuccia,author
Francesco Maidalchini,author
Onofrio Giliberto,author
Cristoforo Castelletti,author
Antonio Francesco Grazzini,author
Virgilio Verucci,author
Nicolò Minato,author
Giovanni Maria Cecchi,author
Nicolò Minato,author
Benedetto Varchi,author
Decio Memmoli,author
Cataldo Antonio Mannarino,author
Giuseppe Berneri,author
unknown,author
Bartolomeo Vitturi,author
Pier Jacopo Martello,author
Michelangelo Buonarroti,author
Pomponio Torelli,author
unknown,author
Giovanni Briccio,author
Luisa Bergalli,author
Ettore Nini,author
Carlo Sigismondo Capece,author
Giuseppe Salio,author
Susanna Christina Cosmerovius,author
Nicolò Minato,author
Nicolò Minato,author
unknown,author
Antonio Salvi,author
unknown,author
Carlo Maria Maggi,author
Alessandro Pegolotti,author
Alessandro Pegolotti,author
Pietro Antonio Bernardoni,author
Pietro Pariati,author
Nicolò Minato,author
Apostolo Zeno,author
Giovanni Domenico Pallavicini,author
Lodovico Dolce,author
Ettore Nini,author
Antonio Maria Lucchini,author
unknown,author
unknown,author
Nicolò Minato,author
Francesco Sbarra,author
unknown,author
Vincenzo Cassani,author
Antonio Zaniboni,author
Carlo Sigismondo Capece,author
Luigi Riccoboni,author
unknown,author
Giovanni Faustini,author
Apostolo Zeno,author
unknown,author
Angelo Ingegneri,author
Giambattista Neri,author
Pietro Paolo Bissari,author
Alessandro Benetti,author
unknown,author
Francesco Silvani,author
unknown,author
Michele Brugueres,author
Francesco Silvani,author
Pietro Francesco Valentini,author
unknown,author
Giambattista della Porta,author
Luigi Eredia,author
Fabio Ottinelli,author
unknown,author
Giovan Battista Ricciardi,author
Pietro Parma,author
Nicolò Minato,author
Giorgio Marras,author
Francesco Maria Piccioli,author
Francesco Rossi,author
Girolamo Frigimelica,author
unknown,author
Pietro Averara,author
unknown,author
unknown,author
unknown,author
Clement IX,author
Paolo Castelli,author
Jacopo Cicognini,author
Apostolo Zeno,author
Ettore Nini,author
Carlo Maria Maggi,author
Lodovico Dolce,author
Domenico Lalli,author
unknown,author
unknown,author
Lodovico Martelli,author
Pietro Cresci,author
Nicolò Minato,author
Domenico Lalli,author
Angelo Beolco,author
Angelita Scaramuccia,author
Pietro Bonarelli della Rovere,author
Andrea Ciccione,author
Nicolò Minato,author
Pietro Antonio Bernardoni,author
Virgilio Verucci,author
Giovan Battista Cini,author
Niccolò Buonaparte,author
Giovan Battista Cini,author
Apostolo Zeno,author
Apostolo Zeno,author
Virgilio Verucci,author
Prospero Bonarelli,author
unknown,author
unknown,author
Nicolò Minato,author
Francesco Sbarra,author
Francesco Silvani,author
Giuseppe Berneri,author
Giovanni Palazzi,author
Francesco Silvani,author
Michele Brugueres,author
Florido de Silvestris,author
Antonio Zaniboni,author
Nicolò Minato,author
Antonio Marchi,author
Bernardo Accolti,author
Raffaello Gualterotti,author
Matteo Noris,author
Pietro Metastasio,author
Domenico David,author
Nicolò Minato,author
Giovanni Battista Abbati,author
Francesco Silvani,author
Carlo Sigismondo Capece,author
unknown,author
Giacinto Andrea Cicognini,author
Alessandro Guarnelli,author
Pomponio Torelli,author
Nicolò Minato,author
unknown,author
Domenico Lalli,author
Giambattista della Porta,author
Giacomo Badoaro,author
Domenico Lazzarini,author
unknown,author
Ciro di Pers,author
unknown,author
Nicolò Minato,author
Pietro Antonio Bernardoni,author
Pietro Metastasio,author
Carlo de' Dottori,author
Giovanni Briccio,author
Lorenzo Vitturi,author
Vincenzo Rota,author
Francesco Silvani,author
Pier Jacopo Martello,author
Pietro Metastasio,author
unknown,author
Pietro Metastasio,author
Carlo Goldoni,author
Pietro Chiari,author
Luisa Bergalli,author
Pietro Metastasio,author
Apostolo Zeno,author
Apostolo Zeno,author
unknown,author
unknown,author
Giuseppe Berneri,author
unknown,author
Arcangelo Spagna,author
Apostolo Zeno,author
Giovanni Francesco Savaro,author
Giacinto Andrea Cicognini,author
Apostolo Zeno,author
Pietro Metastasio,author
Apostolo Zeno,author
Giovanni Bonicelli,author
Carlo Goldoni,author
Apostolo Zeno,author
unknown,author
unknown,author
Fabio Glissenti,author
Giovanni Francesco Savaro,author
Euripides,author
Carlo Sanseverino,author
Luisa Bergalli,author
Pietro Metastasio,author
unknown,author
Apostolo Zeno,author
Pier Jacopo Martello,author
Pier Jacopo Martello,author
unknown,author
Apostolo Zeno,author
Apostolo Zeno,author
Pietro Metastasio,author
Pietro Metastasio,author
Apostolo Zeno,author
unknown,author
Pietro Metastasio,author
Jean Racine,author
unknown,author
Luisa Bergalli,author
unknown,author
Giovan Battista Fagiuoli,author
unknown,author
Carlo Goldoni,author
Carlo Goldoni,author
unknown,author
Michelangelo Carmeli,author
Apostolo Zeno,author
Pietro Metastasio,author
Anton Filippo Adami,author
unknown,author
Giacinto Andrea Cicognini,author
Apostolo Zeno,author
Giuseppe Gorini Corio,author
Carlo Goldoni,author
Arcangelo Spagna,author
unknown,author
unknown,author
Carlo Goldoni,author
Ottavio Tronsarelli,author
Carlo Goldoni,author
Pier Jacopo Martello,author
Pietro Metastasio,author
Michelangelo Carmeli,author
Girolamo Francesco Zanetti,author
Pier Jacopo Martello,author
unknown,author
Giacomo Galeazzi,author
Giacinto Andrea Cicognini,author
unknown,author
Carlo Sanseverino,author
unknown,author
Pietro Metastasio,author
Pietro Antonio Bernardoni,author
Pietro Metastasio,author
Arcangelo Spagna,author
unknown,author
unknown,author
Pietro Metastasio,author
Pietro Metastasio,author
Carlo Goldoni,author
Nicolò di Castelli,author
Molière,author
Arcangelo Spagna,author
Carlo Goldoni,author
unknown,author
Apostolo Zeno,author
Apostolo Zeno,author
unknown,author
Apostolo Zeno,author
Michele Brugueres,author
Pier Jacopo Martello,author
Flaminio Scarselli,author
Apostolo Zeno,author
Pietro Metastasio,author
Carlo Goldoni,author
Pietro Metastasio,author
Pietro Metastasio,author
Girolamo Gigli,author
unknown,author
Carlo Goldoni,author
Carlo Goldoni,author
Nicolò di Castelli,author
Giacinto Andrea Cicognini,author
Arcangelo Spagna,author
Apostolo Zeno,author
Arcangelo Spagna,author
Carlo Goldoni,author
Carlo Goldoni,author
Niccolò Forteguerri,author
Niccolò Forteguerri,author
Michelangelo Carmeli,author
Pietro Metastasio,author
unknown,author
Pier Jacopo Martello,author
Gasparo Gozzi,author
Pier Jacopo Martello,author
Michelangelo Carmeli,author
Carlo Goldoni,author
Pietro Metastasio,author
Pietro Metastasio,author
unknown,author
Apostolo Zeno,author
unknown,author
Apostolo Zeno,author
Apostolo Zeno,author
Bonifacio Collina,author
Francesca Manzoni,author
Apostolo Zeno,author
Apostolo Zeno,author
Pietro Metastasio,author
Apostolo Zeno,author
Gasparo Gozzi,author
Apostolo Zeno,author
unknown,author
unknown,author
unknown,author
Niccolò Forteguerri,author
Giovanni Andrea Lorenzani,author
unknown,author
Pietro Metastasio,author
Oliviero Gatti,author
Girolamo Gigli,author
Arcangelo Spagna,author
Apostolo Zeno,author
Bonifacio Collina,author
Pier Jacopo Martello,author
Apostolo Zeno,author
Apostolo Zeno,author
Pietro Metastasio,author
Apostolo Zeno,author
Paolo Bozi,author
Apostolo Zeno,author
Apostolo Zeno,author
Pietro Metastasio,author
Luisa Bergalli,author
Michelangelo Carmeli,author
Arcangelo Spagna,author
Alfonso Varano,author
Girolamo Gigli,author
Arcangelo Spagna,author
Pietro Metastasio,author
Apostolo Zeno,author
unknown,author
Arcangelo Spagna,author
Apostolo Zeno,author
Euripides,author
Pier Jacopo Martello,author
Euripides,author
Giampietro Zanotti,author
unknown,author
Apostolo Zeno,author
Apostolo Zeno,author
Giovanni Francesco Savaro,author
unknown,author
Arcangelo Spagna,author
Arcangelo Spagna,author
Pietro Metastasio,author
Pietro Metastasio,author
Pietro Metastasio,author
Luisa Bergalli,author
Girolamo Gigli,author
Apostolo Zeno,author
Giovanni Granelli,author
Apostolo Zeno,author
unknown,author
Gasparo Gozzi,author
Carlo Goldoni,author
Franz Grisellini,author
Girolamo Gigli,author
Pier Jacopo Martello,author
Antonio Zaniboni,author
Carlo Goldoni,author
Luigi Bernardo Salvoni,author
unknown,author
Apostolo Zeno,author
Apostolo Zeno,author
Apostolo Zeno,author
Carlo Goldoni,author
Carlo Goldoni,author
Pietro Metastasio,author
Apostolo Zeno,author
Pier Jacopo Martello,author
Apostolo Zeno,author
Pierre Corneille,author
Apostolo Zeno,author
Pietro Metastasio,author
unknown,author
unknown,author
Apostolo Zeno,author
Giovan Battista Fagiuoli,author
Giovan Battista Fagiuoli,author
Pietro Metastasio,author
Nicolò di Castelli,author
Giuseppe Berneri,author
unknown,author
Michelangelo Carmeli,author
unknown,author
Apostolo Zeno,author
unknown,author
Apostolo Zeno,author
Pietro Metastasio,author
Pietro Metastasio,author
Carlo Goldoni,author
Carlo Goldoni,author
Pietro Metastasio,author
Pietro Metastasio,author
Pietro Metastasio,author
Pier Jacopo Martello,author
Pier Jacopo Martello,author
unknown,author
Arcangelo Spagna,author
Arcangelo Spagna,author
Carlo Goldoni,author
Giovan Battista Ricciardi,author
Michelangelo Carmeli,author
Pier Jacopo Martello,author
Carlo Goldoni,author
Apostolo Zeno,author
Apostolo Zeno,author
unknown,author
Pierre Corneille,author
unknown,author
Paolo Antonio Rolli,author
unknown,author
Nicolò di Castelli,author
unknown,author
Nicolò di Castelli,author
Pier Jacopo Martello,author
Maria Isabella Dosi Grati,author
Apostolo Zeno,author
Melchiore Cesarotti,author
Arcangelo Spagna,author
Nicolò di Castelli,author
Carlo Goldoni,author
Arcangelo Spagna,author
Pier Jacopo Martello,author
Pier Jacopo Martello,author
unknown,author
Michelangelo Carmeli,author
unknown,author
unknown,author
Apostolo Zeno,author
Plautus,author
Apostolo Zeno,author
Molière,author
Niccolò Castelli,author
unknown,author
Arcangelo Spagna,author
Arcangelo Spagna,author
Apostolo Zeno,author
Giovanni Granelli,author
Apostolo Zeno,author
Pietro Metastasio,author
unknown,author
Pietro Pariati,author
Girolamo Allè,author
Nicolò di Castelli,author
Nicolò di Castelli,author
Nicolò di Castelli,author
Apostolo Zeno,author
Apostolo Zeno,author
Luigi Riccoboni,author
Pietro Metastasio,author
Pietro Metastasio,author
Apostolo Zeno,author
Girolamo Gigli,author
Pier Jacopo Martello,author
Michelangelo Carmeli,author
Giovan Battista Fagiuoli,author
Gian Giorgio Trissino,author
Giulio Cesare Croce,author
unknown,author
Arcangelo Spagna,author
Giovan Battista Ricciardi,author
Pier Jacopo Martello,author
Apostolo Zeno,author
unknown,author
unknown,author
Molière,author
Domenico Barone,author
Apostolo Zeno,author
unknown,author
Pier Jacopo Martello,author
Carlo Goldoni,author
Arcangelo Spagna,author
Euripides,author
Luisa Bergalli,author
unknown,author
Apostolo Zeno,author
Pietro Metastasio,author
unknown,author
Apostolo Zeno,author
unknown,author
unknown,author
Giampietro Zanotti,author
Apostolo Zeno,author
Domenico Lazzarini,author
Giovan Battista Fagiuoli,author
Pietro Susini,author
Arcangelo Spagna,author
unknown,author
Arcangelo Spagna,author
unknown,author
unknown,author
Benedetto Pasqualigo,author
Michelangelo Carmeli,author
Giuseppe Berneri,author
Giuseppe Berneri,author
Antonio Zaniboni,author
Giuseppe Berneri,author
unknown,author
Lorenzo Guazzesi,author
unknown,author
Carlo Goldoni,author
Giuseppe Diamante,author
Giovan Battista Fagiuoli,author
Apostolo Zeno,author
unknown,author
Pietro Metastasio,author
Giovan Battista Fagiuoli,author
Valentino Rossi,author
Arcangelo Spagna,author
Antonio Zaniboni,author
unknown,author
Arcangelo Spagna,author
Carlo Goldoni,author
unknown,author
Pietro Metastasio,author
Giovan Battista Fagiuoli,author
Agostino Grisei I,publisher
Angelo Salvadori,publisher
Johann Peter van Ghelen,publisher
Johann Christoph Cosmerovius,publisher
Giovanni Battista Ciotti,publisher
Bartolomeo II Sermartelli,publisher
Susanna Christina Cosmerovius,publisher
Michele Ercole,publisher
Giuseppe Tartini,publisher
Bartolomeo Soliani II,publisher
Gabriele Giolito de' Ferrari,publisher
Tarquinio Longo,publisher
Giovanni Francesco Valvasense,publisher
Francesco Gonzaga,publisher
Domenico Farri,publisher
Johann Christoph Cosmerovius,publisher
Johann Peter van Ghelen,publisher
Giuseppe Bettinelli,publisher
Giuseppe Richino Malatesta,publisher
Ricciardo Amadino,publisher
Susanna Christina Cosmerovius,publisher
Domenico Imberti,publisher
Sebastiano Combi,publisher
Marco Ginammi,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Pietro Nesti,publisher
Aldus Manutius,publisher
Michelangelo Sermartelli,publisher
"Loggia del Papa, Siena",publisher
Giuseppe Longhi,publisher
Modesto Fenzo,publisher
Marino Rossetti,publisher
Lucio Spineda,publisher
Giuseppe Longhi,publisher
Cristoforo Tomasini,publisher
Marino Rossetti,publisher
Francesco Ziletti,publisher
Giovanni Marco Salvioni,publisher
Susanna Christina Cosmerovius,publisher
Francesco Gonzaga,publisher
Giovanni Manfrè,publisher
Giuseppe Pandolfo Malatesta,publisher
Marino Rossetti,publisher
Matthäus Cosmerovius,publisher
Giuseppe Pavoni,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Domenico Lovisa,publisher
Lelio Dalla Volpe,publisher
Giovanni Marco Salvioni,publisher
Girolamo Albrizzi,publisher
Girolamo Albrizzi,publisher
Giovanni Battista Natolini,publisher
Girolamo Albrizzi,publisher
Lorenzo Lorio,publisher
Francesco Marcolini,publisher
Mathias Cancer,publisher
Giacomo Antonio Somasco,publisher
Venturino Ruffinelli,publisher
Gasparo Crivellari,publisher
Antonio Viotti,publisher
Marino Rossetti,publisher
Lelio Dalla Volpe,publisher
Marino Rossetti,publisher
Galeazzo Rosati,publisher
Lelio Dalla Volpe,publisher
Lazzaro Scoriggio,publisher
Giorgio Marescotti,publisher
Giuseppe Longhi,publisher
Johann Friedrich Gleditsch,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Bernardo Giunti,publisher
Antonio Pinelli,publisher
Lodovico Grignani,publisher
Pietro Maria Frambotto,publisher
Marino Rossetti,publisher
Marco Ginammi,publisher
Antonio Pisarri,publisher
Giovanni Battista Natolini,publisher
Vittorio Baldini,publisher
Andrea Arrivabene,publisher
Matteo Florimi,publisher
Marino Rossetti,publisher
Giovanni Francesco Buagni,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Giovanni Domenico Roncagliolo,publisher
Antonio Bortoli,publisher
Marino Rossetti,publisher
Pandolfo Malatesta,publisher
Marino Rossetti,publisher
Lodovico Monza,publisher
Giuseppe Longhi,publisher
Johann Friedrich Gleditsch,publisher
Giacomo Monti,publisher
Girolamo Discepolo,publisher
Barezzo Barezzi,publisher
Francesco  Pomatelli,publisher
Marino Rossetti,publisher
Susanna Christina Cosmerovius,publisher
Johann Jäcklin,publisher
Giuseppe Longhi,publisher
Novello De Bonis,publisher
Giovanni Marco Salvioni,publisher
Antonio Bortoli,publisher
Johann Christoph Cosmerovius,publisher
Giuseppe Longhi,publisher
Girolamo Albrizzi,publisher
Francesco Moucke,publisher
Francesco Moucke,publisher
Francesco Moucke,publisher
Susanna Christina Cosmerovius,publisher
Giuseppe Longhi,publisher
Susanna Christina Cosmerovius,publisher
Giovanni Pietro Pinelli,publisher
Giovanni Battista Ciotti,publisher
Baldassarre Del Giudice,publisher
Matthäus Cosmerovius,publisher
Giovanni Battista Granata,publisher
Domenico Lovisa,publisher
Pietro Salvioni,publisher
Marco Antonio Pandolfo Malatesta,publisher
Giacomo Monti,publisher
Francesco Bolzetta,publisher
Giovanni Battista Ciotti,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Stefano Alessi,publisher
Giovanni Alberti,publisher
Marco Antonio Pandolfo Malatesta,publisher
Bartolomeo Soliani II,publisher
Francesco  Pomatelli,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Giuseppe Bettinelli,publisher
Marco Ginammi,publisher
Nicolò d'Aristotele,publisher
Marino Rossetti,publisher
Johann Friedrich Gleditsch,publisher
Jan Jakub Komárek,publisher
Abel L'Angelier,publisher
Francesco Marcolini,publisher
Marco Antonio Pandolfo Malatesta,publisher
Johann Peter van Ghelen,publisher
Michele Luigi Muzio,publisher
Galasso Galassi,publisher
Silvestro Marchetti,publisher
Giacomo Monti,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Benedetto Mammarello,publisher
Penada,publisher
Johann Jäcklin,publisher
Giovanni Marco Salvioni,publisher
Bartolomeo Soliani II,publisher
Marino Rossetti,publisher
Felix Carolus Musca,publisher
Francesco Corbelletti,publisher
Giuseppe Richino Malatesta,publisher
Giovanni Battista Zuccato,publisher
Giovanni Maria Rizzardi,publisher
Johann Peter van Ghelen,publisher
Novello De Bonis,publisher
Giovanni Battista Sottile,publisher
Antonio Bulifon,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Francesco Corbelletti,publisher
Marino Rossetti,publisher
Giunti,publisher
Pietro Lorio,publisher
Antonio Pisarri,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Giuseppe Richino Malatesta,publisher
Vincenzo Busdraghi,publisher
Marino Rossetti,publisher
Giacomo Mascardi,publisher
Lodovico Grignani,publisher
